group_id,group_code,group_name,tcgcsv_group_id,product_id,name,clean_name,manufacturer,pack_size,sleeve_size,market_usd,low_usd,mid_usd,high_usd,pokebulk_zar,usd_zar_rate,tcgplayer_image_url,tcgplayer_url,final_image_url,tcgplayer_modified,bible_built_at
2299,,Pokemon International Card Sleeves,2299,210182,Pokemon TCG: Sword & Shield Elite Trainer Box Card Sleeves - Zamazenta (65 Pack),Pokemon TCG Sword and Shield Elite Trainer Box Card Sleeves Zamazenta 65 Pack,Pokemon International,,,5.62,4.5,5.62,14.99,102.0,16.474,https://tcgplayer-cdn.tcgplayer.com/product/210182_200w.jpg,https://www.tcgplayer.com/product/210182/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-sword-and-shield-elite-trainer-box-card-sleeves-zamazenta-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/210182_200w.jpg,2020-09-10T17:58:45.463,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,220674,Pokemon TCG: Rebel Clash Elite Trainer Box Card Sleeves - Copperajah (65 Pack),Pokemon TCG Rebel Clash Elite Trainer Box Card Sleeves Copperajah 65 Pack,Pokemon International,,,16.97,17.29,17.29,17.29,308.0,16.474,https://tcgplayer-cdn.tcgplayer.com/product/220674_200w.jpg,https://www.tcgplayer.com/product/220674/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-rebel-clash-elite-trainer-box-card-sleeves-copperajah-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/220674_200w.jpg,2020-08-14T18:27:07.637,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,220675,Pokemon TCG: Darkness Ablaze Elite Trainer Box Card Sleeves - Eternatus (65 Pack),Pokemon TCG Darkness Ablaze Elite Trainer Box Card Sleeves Eternatus 65 Pack,Pokemon International,,,5.31,2.0,5.48,9.99,96.5,16.474,https://tcgplayer-cdn.tcgplayer.com/product/220675_200w.jpg,https://www.tcgplayer.com/product/220675/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-darkness-ablaze-elite-trainer-box-card-sleeves-eternatus-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/220675_200w.jpg,2020-08-14T18:27:40.457,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,220676,Pokemon TCG: Trainer's Toolkit 2020 Card Sleeves (65 Pack),Pokemon TCG Trainers Toolkit 2020 Card Sleeves 65 Pack,Pokemon International,,,10.09,9.82,10.45,29.95,183.0,16.474,https://tcgplayer-cdn.tcgplayer.com/product/220676_200w.jpg,https://www.tcgplayer.com/product/220676/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-trainers-toolkit-2020-card-sleeves-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/220676_200w.jpg,2021-08-23T10:49:55.183,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,224095,Pokemon TCG: Champion's Path Elite Trainer Box Card Sleeves - Charizard VMAX (54 Pack),Pokemon TCG Champions Path Elite Trainer Box Card Sleeves Charizard VMAX 54 Pack,Pokemon International,,,5.87,4.0,6.0,29.95,106.5,16.474,https://tcgplayer-cdn.tcgplayer.com/product/224095_200w.jpg,https://www.tcgplayer.com/product/224095/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-champions-path-elite-trainer-box-card-sleeves-charizard-vmax-54-pack,https://tcgplayer-cdn.tcgplayer.com/product/224095_200w.jpg,2025-08-08T12:39:33.913,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,227647,Pokemon TCG: Vivid Voltage Elite Trainer Box Card Sleeves - Pikachu VMAX (65 Pack),Pokemon TCG Vivid Voltage Elite Trainer Box Card Sleeves Pikachu VMAX 65 Pack,Pokemon International,,,6.42,2.0,6.0,19.95,116.5,16.474,https://tcgplayer-cdn.tcgplayer.com/product/227647_200w.jpg,https://www.tcgplayer.com/product/227647/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-vivid-voltage-elite-trainer-box-card-sleeves-pikachu-vmax-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/227647_200w.jpg,2021-07-28T17:18:59.93,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,232635,Pokemon TCG: Shining Fates Elite Trainer Box Card Sleeves - Eevee VMAX (65 Pack),Pokemon TCG Shining Fates Elite Trainer Box Card Sleeves Eevee VMAX 65 Pack,Pokemon International,,,4.58,2.54,4.4,19.96,83.0,16.474,https://tcgplayer-cdn.tcgplayer.com/product/232635_200w.jpg,https://www.tcgplayer.com/product/232635/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-shining-fates-elite-trainer-box-card-sleeves-eevee-vmax-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/232635_200w.jpg,2021-02-21T13:51:17.333,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,238369,Pokemon TCG: Sword & Shield Ultra-Premium Collection Card Sleeves - Zamazenta (65 Pack),Pokemon TCG Sword and Shield Ultra Premium Collection Card Sleeves Zamazenta 65 Pack,Pokemon International,,,7.48,4.89,6.94,19.95,136.0,16.474,https://tcgplayer-cdn.tcgplayer.com/product/238369_200w.jpg,https://www.tcgplayer.com/product/238369/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-sword-and-shield-ultra-premium-collection-card-sleeves-zamazenta-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/238369_200w.jpg,2021-05-06T13:24:57.817,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,238370,Pokemon TCG: Sword & Shield Ultra-Premium Collection Card Sleeves - Zacian (65 Pack),Pokemon TCG Sword and Shield Ultra Premium Collection Card Sleeves Zacian 65 Pack,Pokemon International,,,9.36,4.9,8.48,20.0,170.0,16.474,https://tcgplayer-cdn.tcgplayer.com/product/238370_200w.jpg,https://www.tcgplayer.com/product/238370/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-sword-and-shield-ultra-premium-collection-card-sleeves-zacian-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/238370_200w.jpg,2021-05-06T13:25:11.393,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,238383,Pokemon TCG: Sword & Shield - Battle Styles Elite Trainer Box Card Sleeves - Single Strike Urshifu (65 Pack),Pokemon TCG Sword and Shield Battle Styles Elite Trainer Box Card Sleeves Single Strike Urshifu 65 Pack,Pokemon International,,,3.92,3.48,4.77,14.99,71.5,16.474,https://tcgplayer-cdn.tcgplayer.com/product/238383_200w.jpg,https://www.tcgplayer.com/product/238383/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-sword-and-shield-battle-styles-elite-trainer-box-card-sleeves-single-strike-urshifu-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/238383_200w.jpg,2021-05-06T14:49:55.977,2026-06-21 07:24:03
