sku,name,description,price,discount,quantity,weight,seo title,seo description,user friendly url,type,categories,hidden,shipping required,option:Variant,option:Rarity,option:Artist,variant:Artist,variant sku,variant price,variant discount,variant quantity,variant weight,productId
me3-44-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684358
me3-45-rev,Meg - POR - 45 - Tyrantrum - RARE - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Rare<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 045/088</p>,7.5,0.0,0.0,0.0,MEG Perfect Order: Tyrantrum 045/088 - Reverse Holo,MEG Perfect Order: Tyrantrum 045/088 - Reverse Holo,meg-por-45-tyrantrum-rare-reverse-holo,Rare (Rev Holo),Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Reverse Holo,RARE,,,,,,,,684359
me3-45-holo,,,,,,,,,,,,,,Holofoil,RARE,Unknown,,,,,,,684359
me3-46-norm,Meg - POR - 46 - Hawlucha - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 046/088</p>,2.5,0.0,0.0,0.0,MEG Perfect Order: Hawlucha 046/088 - Normal,MEG Perfect Order: Hawlucha 046/088 - Normal,meg-por-46-hawlucha-common-normal,Common,Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684428
me3-46-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684428
me3-47-holo,Meg - POR - 47 - Mega Zygarde ex - DOUBLE_RARE - Holofoil,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Double Rare<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 047/088</p>,10.5,0.0,0.0,0.0,MEG Perfect Order: Mega Zygarde ex 047/088 - Holofoil,MEG Perfect Order: Mega Zygarde ex 047/088 - Holofoil,meg-por-47-mega-zygarde-ex-double-rare-holofoil,Double Rare,Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Holofoil,DOUBLE_RARE,,,,,,,,684336
me3-48-norm,Meg - POR - 48 - Gastly - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 048/088</p>,3.0,0.0,0.0,0.0,MEG Perfect Order: Gastly 048/088 - Normal,MEG Perfect Order: Gastly 048/088 - Normal,meg-por-48-gastly-common-normal,Common,Mega Evolution Era; Darkness; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684429
me3-48-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684429
me3-49-norm,Meg - POR - 49 - Haunter - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 049/088</p>,3.5,0.0,0.0,0.0,MEG Perfect Order: Haunter 049/088 - Normal,MEG Perfect Order: Haunter 049/088 - Normal,meg-por-49-haunter-common-normal,Common,Mega Evolution Era; Darkness; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684430
me3-49-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684430
me3-50-rev,Meg - POR - 50 - Gengar - RARE - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Rare<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 050/088</p>,21.5,0.0,0.0,0.0,MEG Perfect Order: Gengar 050/088 - Reverse Holo,MEG Perfect Order: Gengar 050/088 - Reverse Holo,meg-por-50-gengar-rare-reverse-holo,Rare (Rev Holo),Mega Evolution Era; Darkness; Pokémon Cards,,1.0,Reverse Holo,RARE,,,,,,,,684431
me3-50-holo,,,,,,,,,,,,,,Holofoil,RARE,Unknown,,,,,,,684431
me3-51-norm,Meg - POR - 51 - Skorupi - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 051/088</p>,2.0,0.0,0.0,0.0,MEG Perfect Order: Skorupi 051/088 - Normal,MEG Perfect Order: Skorupi 051/088 - Normal,meg-por-51-skorupi-common-normal,Common,Mega Evolution Era; Darkness; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684432
me3-51-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684432
me3-52-norm,Meg - POR - 52 - Drapion - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Uncommon<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 052/088</p>,2.0,0.0,0.0,0.0,MEG Perfect Order: Drapion 052/088 - Normal,MEG Perfect Order: Drapion 052/088 - Normal,meg-por-52-drapion-uncommon-normal,Uncommon,Mega Evolution Era; Darkness; Pokémon Cards,,1.0,Normal,UNCOMMON,,,,,,,,684433
me3-52-rev,,,,,,,,,,,,,,Reverse Holo,UNCOMMON,Unknown,,,,,,,684433
me3-53-holo,Meg - POR - 53 - Yveltal ex - DOUBLE_RARE - Holofoil,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Double Rare<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 053/088</p>,9.0,0.0,0.0,0.0,MEG Perfect Order: Yveltal ex 053/088 - Holofoil,MEG Perfect Order: Yveltal ex 053/088 - Holofoil,meg-por-53-yveltal-ex-double-rare-holofoil,Double Rare,Mega Evolution Era; Darkness; Pokémon Cards,,1.0,Holofoil,DOUBLE_RARE,,,,,,,,684386
me3-54-rev,Meg - POR - 54 - Chien-Pao - RARE - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Rare<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 054/088</p>,4.0,0.0,0.0,0.0,MEG Perfect Order: Chien-Pao 054/088 - Reverse Holo,MEG Perfect Order: Chien-Pao 054/088 - Reverse Holo,meg-por-54-chien-pao-rare-reverse-holo,Rare (Rev Holo),Mega Evolution Era; Darkness; Pokémon Cards,,1.0,Reverse Holo,RARE,,,,,,,,684435
me3-54-holo,,,,,,,,,,,,,,Holofoil,RARE,Unknown,,,,,,,684435
me3-55-holo,Meg - POR - 55 - Mega Skarmory ex - DOUBLE_RARE - Holofoil,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Double Rare<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 055/088</p>,11.0,0.0,0.0,0.0,MEG Perfect Order: Mega Skarmory ex 055/088 - Holofoil,MEG Perfect Order: Mega Skarmory ex 055/088 - Holofoil,meg-por-55-mega-skarmory-ex-double-rare-holofoil,Double Rare,Mega Evolution Era; Metal; Pokémon Cards,,1.0,Holofoil,DOUBLE_RARE,,,,,,,,684351
me3-56-norm,Meg - POR - 56 - Honedge - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 056/088</p>,3.0,0.0,0.0,0.0,MEG Perfect Order: Honedge 056/088 - Normal,MEG Perfect Order: Honedge 056/088 - Normal,meg-por-56-honedge-common-normal,Common,Mega Evolution Era; Metal; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684378
me3-56-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684378
me3-57-norm,Meg - POR - 57 - Doublade - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 057/088</p>,3.0,0.0,0.0,0.0,MEG Perfect Order: Doublade 057/088 - Normal,MEG Perfect Order: Doublade 057/088 - Normal,meg-por-57-doublade-common-normal,Common,Mega Evolution Era; Metal; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684379
me3-57-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684379
me3-58-norm,Meg - POR - 58 - Aegislash - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Uncommon<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 058/088</p>,3.0,0.0,0.0,0.0,MEG Perfect Order: Aegislash 058/088 - Normal,MEG Perfect Order: Aegislash 058/088 - Normal,meg-por-58-aegislash-uncommon-normal,Uncommon,Mega Evolution Era; Metal; Pokémon Cards,,1.0,Normal,UNCOMMON,,,,,,,,684381
me3-58-rev,,,,,,,,,,,,,,Reverse Holo,UNCOMMON,Unknown,,,,,,,684381
me3-59-norm,Meg - POR - 59 - Klefki - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 059/088</p>,2.5,0.0,0.0,0.0,MEG Perfect Order: Klefki 059/088 - Normal,MEG Perfect Order: Klefki 059/088 - Normal,meg-por-59-klefki-common-normal,Common,Mega Evolution Era; Metal; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684436
me3-59-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684436
me3-60-norm,Meg - POR - 60 - Rattata - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 060/088</p>,2.0,0.0,0.0,0.0,MEG Perfect Order: Rattata 060/088 - Normal,MEG Perfect Order: Rattata 060/088 - Normal,meg-por-60-rattata-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684437
me3-60-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684437
me3-61-norm,Meg - POR - 61 - Raticate - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Uncommon<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 061/088</p>,2.5,0.0,0.0,0.0,MEG Perfect Order: Raticate 061/088 - Normal,MEG Perfect Order: Raticate 061/088 - Normal,meg-por-61-raticate-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,,,,,,,,684438
me3-61-rev,,,,,,,,,,,,,,Reverse Holo,UNCOMMON,Unknown,,,,,,,684438
me3-62-holo,Meg - POR - 62 - Meowth ex - DOUBLE_RARE - Holofoil,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Double Rare<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 062/088</p>,84.0,0.0,0.0,0.0,MEG Perfect Order: Meowth ex 062/088 - Holofoil,MEG Perfect Order: Meowth ex 062/088 - Holofoil,meg-por-62-meowth-ex-double-rare-holofoil,Double Rare,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Holofoil,DOUBLE_RARE,,,,,,,,684340
me3-63-norm,Meg - POR - 63 - Snorlax - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 063/088</p>,4.0,0.0,0.0,0.0,MEG Perfect Order: Snorlax 063/088 - Normal,MEG Perfect Order: Snorlax 063/088 - Normal,meg-por-63-snorlax-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684440
me3-63-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684440
me3-64-norm,Meg - POR - 64 - Bunnelby - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 064/088</p>,1.5,0.0,0.0,0.0,MEG Perfect Order: Bunnelby 064/088 - Normal,MEG Perfect Order: Bunnelby 064/088 - Normal,meg-por-64-bunnelby-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684441
me3-64-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684441
me3-65-norm,Meg - POR - 65 - Diggersby - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Uncommon<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 065/088</p>,2.5,0.0,0.0,0.0,MEG Perfect Order: Diggersby 065/088 - Normal,MEG Perfect Order: Diggersby 065/088 - Normal,meg-por-65-diggersby-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,,,,,,,,684442
me3-65-rev,,,,,,,,,,,,,,Reverse Holo,UNCOMMON,Unknown,,,,,,,684442
me3-66-norm,Meg - POR - 66 - Fletchling - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 066/088</p>,2.5,0.0,0.0,0.0,MEG Perfect Order: Fletchling 066/088 - Normal,MEG Perfect Order: Fletchling 066/088 - Normal,meg-por-66-fletchling-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684403
me3-66-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684403
me3-67-norm,Meg - POR - 67 - Furfrou - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 067/088</p>,2.0,0.0,0.0,0.0,MEG Perfect Order: Furfrou 067/088 - Normal,MEG Perfect Order: Furfrou 067/088 - Normal,meg-por-67-furfrou-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684443
me3-67-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684443
me3-68-norm,Meg - POR - 68 - Antique Jaw Fossil - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 068/088</p>,3.0,0.0,0.0,0.0,MEG Perfect Order: Antique Jaw Fossil 068/088 - Normal,MEG Perfect Order: Antique Jaw Fossil 068/088 - Normal,meg-por-68-antique-jaw-fossil-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684353
me3-68-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684353
me3-69-norm,Meg - POR - 69 - Antique Sail Fossil - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 069/088</p>,2.0,0.0,0.0,0.0,MEG Perfect Order: Antique Sail Fossil 069/088 - Normal,MEG Perfect Order: Antique Sail Fossil 069/088 - Normal,meg-por-69-antique-sail-fossil-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684354
me3-69-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684354
me3-70-norm,Meg - POR - 70 - Core Memory - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Uncommon<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 070/088</p>,2.5,0.0,0.0,0.0,MEG Perfect Order: Core Memory 070/088 - Normal,MEG Perfect Order: Core Memory 070/088 - Normal,meg-por-70-core-memory-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,,,,,,,,684343
me3-70-rev,,,,,,,,,,,,,,Reverse Holo,UNCOMMON,Unknown,,,,,,,684343
me3-71-norm,Meg - POR - 71 - Crushing Hammer - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 071/088</p>,3.0,0.0,0.0,0.0,MEG Perfect Order: Crushing Hammer 071/088 - Normal,MEG Perfect Order: Crushing Hammer 071/088 - Normal,meg-por-71-crushing-hammer-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684325
me3-71-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684325
me3-72-norm,Meg - POR - 72 - Energy Search - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 072/088</p>,3.0,0.0,0.0,0.0,MEG Perfect Order: Energy Search 072/088 - Normal,MEG Perfect Order: Energy Search 072/088 - Normal,meg-por-72-energy-search-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684322
me3-72-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684322
me3-73-norm,Meg - POR - 73 - Energy Swatter - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Uncommon<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 073/088</p>,3.0,0.0,0.0,0.0,MEG Perfect Order: Energy Swatter 073/088 - Normal,MEG Perfect Order: Energy Swatter 073/088 - Normal,meg-por-73-energy-swatter-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,,,,,,,,684388
me3-73-rev,,,,,,,,,,,,,,Reverse Holo,UNCOMMON,Unknown,,,,,,,684388
me3-74-norm,Meg - POR - 74 - Hole-Digging Shovel - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 074/088</p>,3.0,0.0,0.0,0.0,MEG Perfect Order: Hole-Digging Shovel 074/088 - Normal,MEG Perfect Order: Hole-Digging Shovel 074/088 - Normal,meg-por-74-hole-digging-shovel-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684330
me3-74-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684330
me3-75-norm,Meg - POR - 75 - Jacinthe - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Uncommon<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 075/088</p>,3.0,0.0,0.0,0.0,MEG Perfect Order: Jacinthe 075/088 - Normal,MEG Perfect Order: Jacinthe 075/088 - Normal,meg-por-75-jacinthe-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,,,,,,,,684393
me3-75-rev,,,,,,,,,,,,,,Reverse Holo,UNCOMMON,Unknown,,,,,,,684393
me3-76-norm,Meg - POR - 76 - Judge - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Uncommon<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 076/088</p>,2.0,0.0,0.0,0.0,MEG Perfect Order: Judge 076/088 - Normal,MEG Perfect Order: Judge 076/088 - Normal,meg-por-76-judge-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,,,,,,,,684323
me3-76-rev,,,,,,,,,,,,,,Reverse Holo,UNCOMMON,Unknown,,,,,,,684323
me3-77-norm,Meg - POR - 77 - Lumiose City - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Uncommon<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 077/088</p>,2.5,0.0,0.0,0.0,MEG Perfect Order: Lumiose City 077/088 - Normal,MEG Perfect Order: Lumiose City 077/088 - Normal,meg-por-77-lumiose-city-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,,,,,,,,684348
me3-77-rev,,,,,,,,,,,,,,Reverse Holo,UNCOMMON,Unknown,,,,,,,684348
me3-78-norm,Meg - POR - 78 - Lumiose Galette - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Uncommon<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 078/088</p>,1.0,0.0,0.0,0.0,MEG Perfect Order: Lumiose Galette 078/088 - Normal,MEG Perfect Order: Lumiose Galette 078/088 - Normal,meg-por-78-lumiose-galette-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,,,,,,,,684389
me3-78-rev,,,,,,,,,,,,,,Reverse Holo,UNCOMMON,Unknown,,,,,,,684389
me3-79-norm,Meg - POR - 79 - Naveen - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Uncommon<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 079/088</p>,2.5,0.0,0.0,0.0,MEG Perfect Order: Naveen 079/088 - Normal,MEG Perfect Order: Naveen 079/088 - Normal,meg-por-79-naveen-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,,,,,,,,684346
me3-79-rev,,,,,,,,,,,,,,Reverse Holo,UNCOMMON,Unknown,,,,,,,684346
me3-80-norm,Meg - POR - 80 - Poke Ball - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 080/088</p>,3.5,0.0,0.0,0.0,MEG Perfect Order: Poke Ball 080/088 - Normal,MEG Perfect Order: Poke Ball 080/088 - Normal,meg-por-80-poke-ball-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684321
me3-80-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684321
me3-81-norm,Meg - POR - 81 - Poke Pad - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Uncommon<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 081/088</p>,6.5,0.0,0.0,0.0,MEG Perfect Order: Poke Pad 081/088 - Normal,MEG Perfect Order: Poke Pad 081/088 - Normal,meg-por-81-poke-pad-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,,,,,,,,684332
me3-81-rev,,,,,,,,,,,,,,Reverse Holo,UNCOMMON,Unknown,,,,,,,684332
me3-82-norm,Meg - POR - 82 - Pokemon Catcher - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 082/088</p>,1.5,0.0,0.0,0.0,MEG Perfect Order: Pokemon Catcher 082/088 - Normal,MEG Perfect Order: Pokemon Catcher 082/088 - Normal,meg-por-82-pokemon-catcher-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684324
me3-82-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684324
me3-83-norm,Meg - POR - 83 - Potion - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 083/088</p>,4.0,0.0,0.0,0.0,MEG Perfect Order: Potion 083/088 - Normal,MEG Perfect Order: Potion 083/088 - Normal,meg-por-83-potion-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684320
me3-83-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684320
me3-84-norm,Meg - POR - 84 - Rosa's Encouragement - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Uncommon<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 084/088</p>,3.5,0.0,0.0,0.0,MEG Perfect Order: Rosa's Encouragement 084/088 - Normal,MEG Perfect Order: Rosa's Encouragement 084/088 - Normal,meg-por-84-rosas-encouragement-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,,,,,,,,684390
me3-84-rev,,,,,,,,,,,,,,Reverse Holo,UNCOMMON,Unknown,,,,,,,684390
me3-85-norm,Meg - POR - 85 - Tarragon - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Uncommon<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 085/088</p>,4.0,0.0,0.0,0.0,MEG Perfect Order: Tarragon 085/088 - Normal,MEG Perfect Order: Tarragon 085/088 - Normal,meg-por-85-tarragon-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,,,,,,,,684344
me3-85-rev,,,,,,,,,,,,,,Reverse Holo,UNCOMMON,Unknown,,,,,,,684344
me3-86-rev,Meg - POR - 86 - Growing Grass Energy - RARE - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Rare<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 086/088</p>,4.0,0.0,0.0,0.0,MEG Perfect Order: Growing Grass Energy 086/088 - Reverse Holo,MEG Perfect Order: Growing Grass Energy 086/088 - Reverse Holo,meg-por-86-growing-grass-energy-rare-reverse-holo,Rare (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,RARE,,,,,,,,684375
me3-86-holo,,,,,,,,,,,,,,Holofoil,RARE,Unknown,,,,,,,684375
me3-87-rev,Meg - POR - 87 - Rocky Fighting Energy - RARE - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Rare<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 087/088</p>,5.0,0.0,0.0,0.0,MEG Perfect Order: Rocky Fighting Energy 087/088 - Reverse Holo,MEG Perfect Order: Rocky Fighting Energy 087/088 - Reverse Holo,meg-por-87-rocky-fighting-energy-rare-reverse-holo,Rare (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,RARE,,,,,,,,684350
me3-87-holo,,,,,,,,,,,,,,Holofoil,RARE,Unknown,,,,,,,684350
