sku,name,description,price,discount,quantity,weight,seo title,seo description,user friendly url,type,categories,hidden,shipping required,option:Variant,option:Rarity,option:Artist,variant:Artist,variant sku,variant price,variant discount,variant quantity,variant weight,productId
me3-10-norm,Meg - POR - 10 - Rowlet - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 010/088</p>,3.0,0.0,0.0,0.0,MEG Perfect Order: Rowlet 010/088 - Normal,MEG Perfect Order: Rowlet 010/088 - Normal,meg-por-10-rowlet-common-normal,Common,Mega Evolution Era; Grass; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684367
me3-10-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684367
me3-11-norm,Meg - POR - 11 - Dartrix - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 011/088</p>,3.0,0.0,0.0,0.0,MEG Perfect Order: Dartrix 011/088 - Normal,MEG Perfect Order: Dartrix 011/088 - Normal,meg-por-11-dartrix-common-normal,Common,Mega Evolution Era; Grass; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684369
me3-11-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684369
me3-12-holo,Meg - POR - 12 - Decidueye ex - DOUBLE_RARE - Holofoil,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Double Rare<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 012/088</p>,10.0,0.0,0.0,0.0,MEG Perfect Order: Decidueye ex 012/088 - Holofoil,MEG Perfect Order: Decidueye ex 012/088 - Holofoil,meg-por-12-decidueye-ex-double-rare-holofoil,Double Rare,Mega Evolution Era; Grass; Pokémon Cards,,1.0,Holofoil,DOUBLE_RARE,,,,,,,,684370
me3-13-norm,Meg - POR - 13 - Fletchinder - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 013/088</p>,2.5,0.0,0.0,0.0,MEG Perfect Order: Fletchinder 013/088 - Normal,MEG Perfect Order: Fletchinder 013/088 - Normal,meg-por-13-fletchinder-common-normal,Common,Mega Evolution Era; Fire; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684404
me3-13-rev,,,,,,,,,,,,,,Reverse Holo,COMMON,Unknown,,,,,,,684404
me3-14-norm,Meg - POR - 14 - Talonflame - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Uncommon<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 014/088</p>,3.0,0.0,0.0,0.0,MEG Perfect Order: Talonflame 014/088 - Normal,MEG Perfect Order: Talonflame 014/088 - Normal,meg-por-14-talonflame-uncommon-normal,Uncommon,Mega Evolution Era; Fire; Pokémon Cards,,1.0,Normal,UNCOMMON,,,,,,,,684405
me3-14-rev,,,,,,,,,,,,,,Reverse Holo,UNCOMMON,Unknown,,,,,,,684405
me3-15-norm,Meg - POR - 15 - Salandit - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: Common<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 015/088</p>,3.0,0.0,0.0,0.0,MEG Perfect Order: Salandit 015/088 - Normal,MEG Perfect Order: Salandit 015/088 - Normal,meg-por-15-salandit-common-normal,Common,Mega Evolution Era; Fire; Pokémon Cards,,1.0,Normal,COMMON,,,,,,,,684382
